from,to,weight,in.out
27,155,9,TRUE
27,184,1,TRUE
27,450,1,FALSE
27,216,1,TRUE
27,403,3,FALSE
28,20,2,FALSE
30,11,2,TRUE
30,24,1,FALSE
30,74,6,FALSE
30,82,1,FALSE
30,353,1,TRUE
32,361,1,FALSE
33,9,1,FALSE
33,23,1,FALSE
33,24,5,FALSE
33,29,6,FALSE
33,74,12,FALSE
33,82,8,FALSE
33,429,2,FALSE
33,124,2,TRUE
33,165,2,FALSE
33,169,4,TRUE
33,171,1,FALSE
33,190,3,FALSE
33,193,1,FALSE
